VISA,URL,SECTION,DESCRIPTION
Aufenthaltserlaubnis aus humanitären Gründen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324859/,FORMULARE,Prüfungsbericht
Aufenthaltserlaubnis aus humanitären Gründen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324859/,GEBÜHREN,"93,00 Euro: jede Verlängerung der Aufenthaltserlaubnis für Erwachsene46,50 Euro: jede Verlängerung der Aufenthaltserlaubnis für Minderjährige37,00 Euro (maximal): Türkische Staatsangehörige
frei bei:
Vorlage eines aktuellen Nachweises über den Bezug von Leistungen nach SGB II oder XII oder nach AsylbewerberleistungsgesetzInhabern einer Aufenthaltserlaubnis nach § 23 Abs. 4 S. 1 AufenthGInhabern einer Aufenthaltserlaubnis nach § 25 Abs. 1 oder Abs. 2 AufenthG
Für die Neuausstellung eines Reiseausweises für Ausländer gelten folgende :
100,00 Euro: Ab dem vollendeten 24. Lebensjahr60,00 Euro: Ab dem vollendeten 24. Lebensjahr für subsidiär Schutzberechtigte im Sinne des § 4 Asylgesetzes oder Resettlement-Flüchtlinge nach § 23 Abs. 4 des AufenthG97,00 Euro: Bis zum vollendeten 24. Lebensjahr38,00 Euro: Bis zum vollendeten 24. Lebensjahr für subsidiär Schutzberechtigte im Sinne des § 4 Asylgesetzes oder Resettlement-Flüchtlinge nach § 23 Abs. 4 des AufenthG14,00 Euro: Für Kinder bis zum vollendeten 12. Lebensjahr
Für die Neuausstellung eines Reiseausweises für Flüchtlinge oder für Staatenlose gelten folgende :
60,00 Euro: Ab dem vollendeten 24. Lebensjahr38,00 Euro: Bis zum vollendeten 24. Lebensjahr14,00 Euro: Für Kinder bis zum vollendeten 12. Lebensjahr"
Aufenthaltserlaubnis aus humanitären Gründen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324859/,RECHTSGRUNDLAGEN,"Abschnitt 5 des Aufenthaltsgesetzes - AufenthG - Aufenthalt aus völkerrechtlichen, humanitären oder politischen Gründen"
Aufenthaltserlaubnis aus humanitären Gründen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324859/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,"Etwa 5-6 Wochen
Am besten ist eine Vorsprache 4 bis 6 Wochen bevor die bisherige Aufenthaltserlaubnis abläuft. Buchen Sie dafür möglichst einen Termin."
Aufenthaltserlaubnis aus humanitären Gründen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324859/,WEITERFÜHRENDE INFORMATIONEN,"Bescheinigung über die Anmeldung einer Wohnung (Meldebestätigung)





                                    Muster: Einzugsbestätigung des Vermieters"
Aufenthaltserlaubnis aus humanitären Gründen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324859/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen

Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis in Härtefällen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324861/,VORAUSSETZUNGEN,"Besitz einer gültigen Aufenthaltserlaubnis nach § 23a AufenthG                                




                                Bedingungen für die Verlängerungen sind erfüllt (je nach Einzelfall)                                


                                    Die Verlängerung der Aufenthaltserlaubnis kann an Bedingungen geknüpft worden sein, wie z.B. die Sicherung des Lebensunterhalts durch eine Erwerbstätigkeit, die Aufnahme einer Ausbildung oder bestimmte Integrationsmaßnahmen.
Die Einzelheiten sind dem Schreiben der Senatsverwaltung für Inneres und Sport zu entnehmen, mit dem die Erteilung einer Aufenthaltserlaubnis nach § 23a AufenthG wegen eines Härtefalls angeordnet wurde.                                




                                        Hauptwohnsitz in Berlin



                                    Wurde die Aufenthaltserlaubnis durch eine andere Ausländerbehörde erteilt und mit der Auflage versehen, den Wohnsitz im Bereich der anderen Ausländerbehörde zu nehmen, kann die Aufenthaltserlaubnis durch das Landesamt für Einwanderung nicht  verlängert werden.                                



                                Persönliche Vorsprache ist erforderlich"
Aufenthaltserlaubnis in Härtefällen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324861/,ERFORDERLICHE UNTERLAGEN,"Gültiger Pass                                 




                                        1 aktuelles biometrisches Foto 


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Nachweise zum Lebensunterhalt (s. Voraussetzungen)                                

Arbeitsvertrag und Bescheinigung des Arbeitgebers über ein ungekündigtes Arbeitsverhältnis (nicht älter als 14 Tage) sowie die Gehaltsabrechnungen seit Erteilung der Aufenthaltserlaubnis oderUnterlagen zu einem Einkommen aus selbstständiger Tätigkeitbei Bezug von Leistungen nach SGB II oder XII: aktueller Bescheid des zuständigen Jobcenters oder Sozialamts 



                                Nachweise zu Integrationsanstrengungen (s. Voraussetzungen)                                

                                    zum Beispiel: aktueller Schul- oder Ausbildungsnachweis, Ausbildungsvertrag, Bescheinigung über die Teilnahme am Integrationskurs oder dessen Abschluss oder ähnliche Unterlagen                                



                                Nachweis über Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung)oder
Mietvertrag und Einzugsbestätigung des VermietersMehr zum Thema im Abschnitt „Weiterführende Informationen“"
Aufenthaltserlaubnis in Härtefällen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324861/,GEBÜHREN,"96,00 Euro (maximal): Erwachsene46,50 Euro (maximal): Minderjährigekeine: bei Vorlage eines aktuellen Nachweises über den Bezug von Leistungen nach SGB II, SGB XII oder nach Asylbewerberleistungsgesetz
Türkische Staatsangehörige:
37,00 Euro: ab dem vollendeten 24. Lebensjahr22,80 Euro: bis zum vollendeten 24. Lebensjahr"
Aufenthaltserlaubnis in Härtefällen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324861/,RECHTSGRUNDLAGEN,§ 23a Aufenthaltsgesetz - AufenthG
Aufenthaltserlaubnis in Härtefällen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324861/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,"Etwa 5-6 Wochen
Wir empfehlen deshalb eine Vorsprache 4 bis 6 Wochen bevor der bisherige Aufenthaltstitel abläuft. Buchen Sie dafür möglichst einen Termin."
Aufenthaltserlaubnis in Härtefällen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324861/,WEITERFÜHRENDE INFORMATIONEN,"Bescheinigung über die Anmeldung einer Wohnung (Meldebestätigung)





                                    Muster: Einzugsbestätigung des Vermieters





                                    Informationen zur Arbeit der Berliner Härtefallkommission"
Aufenthaltserlaubnis in Härtefällen – Verlängerung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324861/,ZUSTÄNDIGE BEHÖRDEN,"Die Dienstleistung kann nur beim Landesamt für Einwanderung (LEA) am Standort Friedrich-Krause-Ufer in Anspruch genommen werden.                




Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen

Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/349935/,VORAUSSETZUNGEN,"Sie besitzen eine Duldung                                 


                                    Die Duldung kann auch bereits abgelaufen sein.                                



                                Mindestens 5 Jahre Aufenthalt zum Stichtag 31.10.2022 und fortlaufend ausgestellte Aufenthaltsdokumente                                


Zum Stichtag 31.10.2022 haben Sie sich seit mindestens 5 Jahren durchgehend im Bundesgebiet aufgehalten.In dieser Zeit wurde Ihnen eines oder mehrere dieser Aufenthaltsdokumente fortlaufend ausgestellt: Duldung, Aufenthaltsgestattung, Ankunftsnachweis, Bescheinigung über die Meldung eines alleinstehenden unter 18-jährigen Asylsuchenden, Aufenthaltserlaubnis sowie Fiktionsbescheinigung 



                                Erlaubter Hauptwohnsitz in Berlin                                 


                                    Wurde die Duldung durch eine andere Ausländerbehörde erteilt und mit der Auflage versehen, den Wohnsitz im Bereich der anderen Ausländerbehörde zu nehmen, kann die Aufenthaltserlaubnis durch das Landesamt für Einwanderung nicht erteilt werden.                                



                                Aktuelle E-Mail-Adresse                                


                                    Das Landesamt für Einwanderung wird über Ihre aktuelle E-Mail-Adresse Kontakt zu Ihnen aufnehmen. Bitte kontrollieren Sie regelmäßig auch Ihren Spam-Ordner.                                



                                Sie haben den Online-Antrag für eine Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht gestellt und nehmen den Termin zur Vorsprache wahr                                


                                    Ohne Termin ist keine Vorsprache möglich."
Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/349935/,ERFORDERLICHE UNTERLAGEN,"Antrag auf Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht                                 

                                    (unter ""Online-Abwicklung"")                                




                                        1 aktuelles biometrisches Foto für jede Person 




                                Nachweis über Hauptwohnsitz in Berlin                                 

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung) oderMietvertrag und Einzugsbestätigung des Vermieters 



                                Bescheinigung über Ihren Online-Antrag für eine Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht                                

                                    Bei Stellung des Online-Antrags wurde Ihnen ein PDF angezeigt. Bitte bringen Sie dieses entweder ausgedruckt oder in digitaler Form auf Ihrem Smartphone mit.                                



                                Terminbestätigung                                 

                                    Sie haben einen Termin per E-Mail erhalten, nachdem Sie Ihren Antrag für eine Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht online gestellt hatten. Bringen Sie bitte diese Einladung zum Termin mit (als Ausdruck oder digital auf dem Smartphone)."
Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/349935/,GEBÜHREN,"Für die Erteilung der Aufenthaltserlaubnis:
56,00 Euro: Erwachsene28,00 Euro: Kinder und Jugendlichekeine: bei Vorlage eines aktuellen Nachweises über den Bezug von Leistungen nach SGB II oder XII oder nach AsylbewerberleistungsgesetzFalls ein Ausweisersatz ausgestellt werden muss:
32,00 Euro: Erwachsene16,00 Euro: Kinder und Jugendlichekeine: bei Vorlage eines aktuellen Nachweises über den Bezug von Leistungen nach SGB II oder XII oder nach Asylbewerberleistungsgesetz"
Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/349935/,RECHTSGRUNDLAGEN,Aufenthaltsgesetz (AufenthG) § 104c
Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/349935/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,"Wegen der sehr hohen Zahl an Anträgen kann die Bearbeitung des Antrags einige Zeit in Anspruch nehmen. Wenn Ihr Antrag positiv geprüft wurde, erhalten Sie einen Termin zur Vorsprache.Sofort: bei Vorsprache mit Termin vor Ort"
Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/349935/,WEITERFÜHRENDE INFORMATIONEN,"Aufenthaltsgewährung bei gut integrierten Jugendlichen und jungen Volljährigen (§ 25a AufenthG)





                                    Aufenthaltsgewährung bei nachhaltiger Integration (§ 25b AufenthG)





                                    Meldebestätigung (Anmeldung einer Wohnung)"
Aufenthaltserlaubnis zum Chancen-Aufenthaltsrecht beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/349935/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis zum vorübergehenden Schutz für Geflüchtete aus der Ukraine beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330875/,VORAUSSETZUNGEN,"Sie gehören zum nachgenannten Personenkreis und hatten vor dem 24.02.2022 ihren gewöhnlichen Aufenthalt in der Ukraine                                


ukrainische Staatsangehörige,oder: Staatenlose und Staatsangehörige, die weder aus EU/EWR-Staaten oder aus der Ukraine kommen und in der Ukraine internationalen Schutz oder einen gleichwertigen nationalen Schutz genossen haben,oder: Familienangehörige von Ukrainer/innen oder von Personen, die Schutz in der Ukraine erhalten habenoder: Staatenlose und Staatsangehörige, die weder aus EU/EWR-Staaten oder aus der Ukraine kommen und die nachweisen können, dass sie sich auf der Grundlage eines nach ukrainischem Recht erteilten Aufenthaltstitels rechtmäßig in der Ukraine aufgehalten haben, und die nicht in der Lage sind, sicher und dauerhaft in ihr Herkunftsland oder ihre Herkunftsregion zurückzukehren 



                                Zuweisungsentscheidung zur Verteilung nach Berlin (für Antragstellung ab dem 01.06.2022)                                


                                    Wer ab dem 01.06.2022 einen ""Online- Antrag auf vorübergehenden Schutz"" stellt, benötigt zwingend
eine Zuweisungsentscheidung zur Verteilung nach Berlin vom Landesamt für Flüchtlingsangelegenheiten (LAF) oder einer anderen Aufnahmeeinrichtung in der Bundesrepublik Deutschland. Ihnen wurde darüber eine Anlaufbescheinigung ausgestellt. 



                                Dauerhafte Unterkunft in Berlin oder Zuweisungsentscheidung zur Verteilung nach Berlin (für Antragstellung bis zum 31.05.2022)                                


                                    Wer bis zum 31.05.2022 einen ""Online- Antrag auf vorübergehenden Schutz"" gestellt hatte, benötigt entweder
eine dauerhafte Unterkunft in Berlin (zum Beispiel in einer angemieteten Wohnung oder bei Verwandten) odereine Zuweisungsentscheidung zur Verteilung nach Berlin 



                                Sie haben den Online-Antrag auf vorübergehenden Schutz gestellt und nehmen den Termin zur Vorsprache wahr                                


                                    Wenn Sie Ihren Online-Antrag auf vorübergehenden Schutz gestellt haben, erhalten Sie so bald wie möglich einen Termin zur Vorsprache per E-Mail. Ohne Termin ist keine Vorsprache möglich."
Aufenthaltserlaubnis zum vorübergehenden Schutz für Geflüchtete aus der Ukraine beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330875/,ERFORDERLICHE UNTERLAGEN,"Antrag auf Erteilung eines Aufenthaltstitels                                

                                    (unter ""Formulare"")
Bitte ausgefüllt zum Termin mitbringen.                                



                                Gültiges Dokument zum Nachweis der Identität                                

                                    Für jede Person benötigen wir mindestens eines der folgenden Dokumente:
Gültiger Pass oder PassersatzUkrainischer PersonalausweisWenn Sie weder einen Pass, Passersatz oder ukrainischen Personalausweis besitzen: eine von der ukrainischen Botschaft ausgestellte Bescheinigung über die Klärung Ihrer Identität 




                                        1 aktuelles biometrisches Foto für jede Person




                                Ihren ukrainischen Aufenthaltstitel (wenn Sie nicht die ukrainische Staatsangehörigkeit haben)                                



                                Nachweis über die Zuweisungsentscheidung zur Verteilung nach Berlin (für Antragstellung ab dem 01.06.2022)                                

                                    Sie erhalten eine Anlaufbescheinigung vom Landesamt für Flüchtlingsangelegenheiten (LAF) oder einer anderen Aufnahmeeinrichtung in der Bundesrepublik Deutschland. Damit wird Ihre Zuweisungsentscheidung zur Verteilung nach Berlin nachgewiesen (Muster unter „Weiterführende Informationen“).                                



                                Nachweis über Ihre Unterkunft in Berlin oder Zuweisungsentscheidung zur Verteilung auf Berlin (für Antragstellung bis zum 31.05.2022)                                

                                    Bringen Sie bitte mindestens einen der folgenden Nachweise mit:
Anlaufbescheinigung des Landesamts für Flüchtlingsangelegenheiten (LAF) über die Zuweisungsentscheidung zur Verteilung nach Berlin oderMeldebestätigung vom Bürgeramt Ihres Wohnbezirks (unter ""Weiterführende Informationen"") oderein unbefristeter Mietvertrag für Wohnraum in Berlin oderBestätigung über dauerhafte Gewährung einer Unterkunft für ukrainische Geflüchtete (unter „Formulare“). 



                                Heiratsurkunde oder Partnerschaftsurkunde (wenn vorhanden)                                

                                    bei Eheleuten oder Lebenspartnern                                



                                Geburtsurkunde (wenn vorhanden)                                

                                    für minderjährige Kinder                                



                                Bescheinigung über Ihren Online-Antrag für Geflüchtete aus der Ukraine auf vorübergehenden Schutz                                

                                    Bei Stellung des Online-Antrags wurde Ihnen ein PDF angezeigt. Bitte bringen Sie dieses entweder ausgedruckt oder in digitaler Form auf Ihrem Smartphone mit.                                



                                Terminbestätigung                                

                                    Sie haben einen Termin per E-Mail erhalten, nachdem Sie Ihren Online-Antrag auf vorübergehenden Schutz gestellt haben. Bringen Sie bitte diese Einladung zum Termin mit (als Ausdruck oder digital auf dem Smartphone)."
Aufenthaltserlaubnis zum vorübergehenden Schutz für Geflüchtete aus der Ukraine beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330875/,FORMULARE,"Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Russisch-Spanisch-Portugiesisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Englisch-Französisch-Italienisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Griechisch-Türkisch-Vietnamesisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Serbisch-Bosnisch)





                                        Bestätigung über dauerhafte Gewährung einer Unterkunft für ukrainische Geflüchtete"
Aufenthaltserlaubnis zum vorübergehenden Schutz für Geflüchtete aus der Ukraine beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330875/,GEBÜHREN,"Keine: Erteilung der AufenthaltserlaubnisFalls ein Reiseausweis ausgestellt werden muss:
60,00 Euro: Ab dem vollendeten 24. Lebensjahr38,00 Euro: Bis zum vollendeten 24. Lebensjahr14,00 Euro: Für Kinder bis zum vollendeten 12. Lebensjahr"
Aufenthaltserlaubnis zum vorübergehenden Schutz für Geflüchtete aus der Ukraine beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330875/,RECHTSGRUNDLAGEN,"Aufenthaltsgesetz (AufenthG) § 24





                                        Durchführungsbeschluss (EU) 2022/382 des Rates vom 4. März 2022"
Aufenthaltserlaubnis zum vorübergehenden Schutz für Geflüchtete aus der Ukraine beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330875/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,"Wegen der sehr hohen Zahl an Geflüchteten kann es einige Zeit dauern, bis Sie den Termin erhalten.Sofort: bei Vorsprache mit Termin vor Ort5-6 Wochen: Wenn ein elektronischer Aufenthaltstitel ausgestellt werden muss."
Aufenthaltserlaubnis zum vorübergehenden Schutz für Geflüchtete aus der Ukraine beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330875/,WEITERFÜHRENDE INFORMATIONEN,"Informationen für Geflüchtete aus der Ukraine





                                    Häufig gestellte Fragen (FAQ)





                                    Aufenthaltsgewährung zum vorübergehenden Schutz für Geflüchtete aus der Ukraine - Zuweisungsentscheidung





                                    Meldebestätigung (Anmeldung einer Wohnung)





                                    Muster: Anlaufbescheinigung"
Aufenthaltserlaubnis zum vorübergehenden Schutz für Geflüchtete aus der Ukraine beantragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330875/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer




LEA, Keplerstr.




LEA, Zum Business Immigration Service (BIS)


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis zur medizinischen Behandlung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326511/,VORAUSSETZUNGEN,"Gültiges nationales Visum (Typ D)                                


Das nationale Visum wurde entweder durch eine deutsche Auslandsvertretung oder durch eine Ausländerbehörde ausgestellt.Wenn Sie ein Schengen-Visum (Typ C) haben, können Sie sich dieses unter bestimmten  als nationales Visum (Typ D) verlängern lassen. Mehr zum Thema entnehmen Sie bitte den Informationen zur Dienstleistung ""Schengen-Visum verlängern"" (unter Weiterführende Informationen). 



                                Medizinische Behandlung im Bundesgebiet                                




                                Gesicherter Lebensunterhalt für die Dauer der Behandlung                                




                                Hauptwohnsitz in Berlin während der medizinischen Behandlung                                




                                Bei ambulanter Behandlung                                 


Persönliche Vorsprache des Patienten undPersönliche Vorsprache der Begleitperson 



                                Bei stationärer Behandlung                                 


Persönliche Vorsprache der Begleitperson mit Vollmacht undLiegebescheinigung des Krankenhauses für den Patienten"
Aufenthaltserlaubnis zur medizinischen Behandlung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326511/,ERFORDERLICHE UNTERLAGEN,"Pass mit gültigem nationalem Visum                                 

Patient: Pass mit gültigem nationalem Visum für die medizinische BehandlungBegleitperson: Pass mit gültigem nationalem Visum für die Begleitung des PatientenAlle Pässe müssen mindestens zwei leere Seiten (ohne Stempel oder Visa) enthalten.                                




                                        Jeweils 1 aktuelles biometrisches Foto


                                    Das Foto muss aktuell sein. Es muss die Anforderungen an Fotos für elektronische Reisepässe erfüllen.                                



                                Formular ""Antrag auf Erteilung eines Aufenthaltstitels""                                 

                                    (ausgefüllt), siehe Abschnitt ""Formulare""                                



                                Pass oder Personalausweis des oder der Bevollmächtigten                                



                                Kostenübernahmeerklärung                                

                                    Durch die Botschaft muss bestätigt werden, dass die Bezahlung der Behandlungskosten gesichert ist. Hierunter sind die Kosten für erhaltene und zukünftige Behandlungsleistungen zu verstehen.                                



                                Nachweise zum Lebensunterhalt (für Selbstzahler)                                

                                    Wenn keine Kostenübernahmeerklärung vorgelegt werden kann, bringen Sie bitte Folgendes mit:
Kontoauszüge über eigene finanzielle MittelNachweise über die Bezahlung der bisherigen Behandlungskosten 



                                Nachweis über die medizinische Behandlung                                

                                    Bestätigung des behandelnden Krankenhauses, Arztes oder Institution über
die Verfügbarkeit eines Platzes zur Behandlungeinen Termin zum Behandlungsbeginn unddie voraussichtliche Dauer der Behandlung 



                                Krankenversicherung                                

                                    Bei einer ambulanten Behandlung ist eine Reisekrankenversicherung für die Dauer der Behandlung bis zur Ausreise vorzulegen.                                



                                Begleitperson                                

                                    Eine Betreuungsleistung muss nachvollziehbar dargelegt werden.                                



                                Bei Vertretung: Vollmacht und Ausweisdokument                                

                                    Falls Sie den Antrag nicht selbst stellen können:
schriftliche VollmachtAusweisdokument der Person, die Sie vertritt (Reisepass oder deutscher Personalausweis)"
Aufenthaltserlaubnis zur medizinischen Behandlung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326511/,FORMULARE,"Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Englisch-Französisch-Italienisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Griechisch-Türkisch-Vietnamesisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Spanisch-Portugiesisch-Russisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Serbisch-Bosnisch)"
Aufenthaltserlaubnis zur medizinischen Behandlung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326511/,GEBÜHREN,"100,00 Euro: für die erstmalige Erteilung (Erwachsene)96,00 Euro: für die Verlängerung (Erwachsene)50,00 Euro: für die erstmalige Erteilung (Minderjährige)48,00 Euro: für die Verlängerung (Minderjährige)"
Aufenthaltserlaubnis zur medizinischen Behandlung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326511/,RECHTSGRUNDLAGEN,Aufenthaltsgesetz (AufenthG) § 7
Aufenthaltserlaubnis zur medizinischen Behandlung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326511/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,"Etwa 5-6 Wochen
Wir empfehlen deshalb eine Vorsprache 4 bis 6 Wochen bevor der bisherige Aufenthaltstitel abläuft. Buchen Sie dafür möglichst einen Termin."
Aufenthaltserlaubnis zur medizinischen Behandlung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326511/,WEITERFÜHRENDE INFORMATIONEN,Schengen - Visum - Verlängerung
Aufenthaltserlaubnis zur medizinischen Behandlung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326511/,ZUSTÄNDIGE BEHÖRDEN,"Die Dienstleistung kann nur beim Landesamt für Einwanderung (LEA) am Standort Friedrich-Krause-Ufer in Anspruch genommen werden.                




Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen

Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltsdokument-GB,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330043/,VORAUSSETZUNGEN,"Britische Staatsangehörigkeit                                 


Auf dem Reisepass steht die Bezeichnung „British Citizen“.Sie besitzen neben der britischen Staatsangehörigkeit nicht auch die deutsche Staatsangehörigkeit oder die Staatsangehörigkeit eines anderen Mitgliedsstaats der EU oder des EWR (Island, Liechtenstein und Norwegen). 



                                Familienangehörige ohne britische Staatsangehörigkeit                                 


                                    Sie sind Familienmitglied eines oder einer britischen Staatsangehörigen und besitzen selbst nicht die britische Staatsangehörigkeit? Dann können Sie das Aufenthaltsdokument-GB ebenfalls nur erhalten, wenn Sie nicht auch die Staatsangehörigkeit eines anderen Mitgliedsstaats der EU oder des EWR (Island, Liechtenstein und Norwegen) besitzen.                                



                                Sie haben Ihren Wohnsitz spätestens bis zum 31.12.2020 nach Deutschland verlegt.                                 




                                Hauptwohnsitz aktuell in Berlin                                


                                    Wenn Sie in Berlin nur Ihren Nebenwohnsitz haben, wenden Sie sich bitte an die zuständige Ausländerbehörde Ihres Hauptwohnsitzes.                                



                                Vorsprache mit Termin                                


Bitte buchen Sie online einen Termin.Bei Familien ist die gemeinsame Vorsprache aller Familienangehörigen (Ehepartner und minderjährige Kinder ab 6 Jahren) erforderlich. Kinder unter 6 Jahren sollen bitte möglichst nicht mitkommen."
